Term,Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
Fall,CS333,B,4,TR, 1:00pm- 2:15pm,Programming Languages,, ,DAVI 117,23,25,11,"Taylor, St "
Fall,CS342,A,4,TR, 2:30pm- 3:45pm,Embedded Systems,, ,MILL 008,26,24,5,"Eaton, C   "
Fall,CS342,A,4,F, 1:00pm- 3:50pm,Embedded Systems,, ,DAVI 122,26,24,5,"Eaton, C   "
Fall,CS361,A,4,TR,11:00am-12:15pm,Object-Oriented Design,, ,DAVI 117,24,24,1,Skrien     
Fall,CS375,A,4,MW, 1:00pm- 2:15pm,Analysis of Algorithms,, ,DAVI 117,20,30,8,Aaron      
Fall,CS451,A,4,TR, 9:30am-10:45am,Advanced Computer Graphics,, ,DAVI 122,10,12,17,Maxwell    
Fall,CS451,B,4,TR,11:00am-12:15pm,Advanced Computer Graphics,, ,DAVI 122,7,12,17,Maxwell    
Fall,EA150,A,4,MW,11:00am-12:15pm,Foundations in East Asian Studies,H,I ,DIAM 123,17,18,12,Shmagin    
Fall,EA212,A,4,,TBA,"Religions of China, Japan, and Tibet (See RE212)",S, , ,0, ,0,Singh      
Fall,EA266,A,4,MW, 2:30pm- 3:45pm,Buddhist Philosophy (See PL266),L, , ,0, , ,Behuniak   
Fall,EA268,A,4,MW, 1:00pm- 2:15pm,Politics of Satire and Humor in Modern China,S,I ,LOVE 319,7,18,8,Zhang      
Fall,EA274,A,4,MWF, 9:00am- 9:50am,"East Asian Art and Architecture, 1300 to the Present (See AR174)",A, , ,0, , ,Weitz      
Fall,EA275,A,4,MW, 2:30pm- 3:45pm,"Cultured Tough Guys: Samurai Devotion, Music, Poetry, and Art (See MU275)",A, , ,0, , ,Nuss       
Fall,EA297,A,4,MW, 1:00pm- 2:15pm,Modern Japan (See HI297A),H, , ,0, , ,Shmagin    
Fall,EA339,A,4,TR,11:00am-12:15pm,Asian Pacific Modernities (See AY339),, , ,0, , ,MillsMaryB 
Fall,EA378,A,4,W, 1:00pm- 3:30pm,Chinese Visual Culture (See AR378),, , ,0, , ,Weitz      
Fall,EA493,A,4,M, 1:00pm- 3:30pm,Seminar: Advanced Research in East Asia,, ,LOVE 423,8,15,0,Weitz      
Fall,EC121,A,4,TR, 9:30am-10:45am,Financial Accounting,, ,AREY 005,33,35,5,Downs      
Fall,EC121,B,4,TR,11:00am-12:15pm,Financial Accounting,, ,AREY 005,35,35,5,Downs      
Fall,EC133,A,4,MWF, 9:00am- 9:50am,Principles of Microeconomics,S, ,DIAM 122,33,35,12,"Park, Y    "
Fall,EC133,B,4,MWF,10:00am-10:50am,Principles of Microeconomics,S, ,DIAM 122,34,35,6,"Park, Y    "
Fall,EC133,C,4,MWF,12:00n -12:50pm,Principles of Microeconomics,S, ,DIAM 141,34,35,6,Meredith   
Fall,EC133,D,4,MWF, 1:00pm- 1:50pm,Principles of Microeconomics,S, ,DIAM 141,35,35,6,Meredith   
Fall,EC133,E,4,TR, 1:00pm- 2:15pm,Principles of Microeconomics,S, ,DIAM 122,33,35,6,Novak      
Fall,EC133,F,4,TR, 2:30pm- 3:45pm,Principles of Microeconomics,S, ,DIAM 122,32,35,6,Novak      
Fall,EC134,A,4,MWF, 9:00am- 9:50am,Principles of Macroeconomics,S, ,LOVE 205,30,35,6,"Fan, Y     "
Fall,EC134,B,4,MWF,12:00n -12:50pm,Principles of Macroeconomics,S, ,DIAM 153,34,35,6,"Fan, Y     "
Fall,EC211,A,4,MWF,10:00am-10:50am,Corporate Finance I,, ,DIAM 153,31,30,3,"Nelson, Ra "
Fall,EC211,B,4,MWF,11:00am-11:50am,Corporate Finance I,, ,DIAM 153,32,30,3,"Nelson, Ra "
Fall,EC211,C,4,MWF, 1:00pm- 1:50pm,Corporate Finance I,, ,DIAM 122,30,30,3,"Nelson, Ra "
Fall,EC221,A,4,TR, 1:00pm- 2:15pm,Managerial Economics,, ,LOVE 208,18,22,11,"Libby, J   "
Fall,EC223,A,4,MWF, 9:00am- 9:50am,Microeconomic Theory,, ,DIAM 141,26,30,17,Giffin     
Fall,EC223,B,4,MWF,10:00am-10:50am,Microeconomic Theory,, ,DIAM 141,30,30,17,Giffin     
Fall,EC224,A,4,MWF, 9:00am- 9:50am,Macroeconomic Theory,, ,DIAM 153,20,30,13,"Lester, R  "
Fall,EC293,A,4,TR, 9:30am-10:45am,Research Methods and Statistics for Economics,, ,DIAM 153,21,22,6,Waldkirch  
Fall,EC293,B,4,TR,11:00am-12:15pm,Research Methods and Statistics for Economics,, ,DIAM 153,18,22,6,Waldkirch  
Fall,EC297,A,4,TR,11:00am-12:15pm,Topics in Latin American Economic Policy (See GS397),S,I , ,0, , ,Franko     
Fall,EC297A,A,4,TR, 9:30am-10:45am,Public Policy and Economic Development,, ,DIAM 341,10,22,7,"Libby, J   "
Fall,EC338,A,4,MW,11:00am-12:15pm,"Money, Banking, and Monetary Policy",, ,DIAM 341,11,22,2,Findlay    
Fall,EC338,A,4,R, 3:00pm- 4:00pm,"Money, Banking, and Monetary Policy",, ,DIAM 341,11,22,2,Findlay    
Fall,EC353,A,4,TR, 9:30am-10:45am,Urban and Regional Economics,, ,DIAM 342,21,22,10,Siodla     
Fall,EC379,A,4,TR, 9:30am-10:45am,Game Theory,, ,DIAM 344,21,22,7,Hubbard    
Fall,EC393,A,4,MW,11:00am-12:15pm,Econometrics,, ,DIAM 344,22,22,9,LaFave     
Fall,EC393,B,4,MW, 1:00pm- 2:15pm,Econometrics,, ,DIAM 344,22,22,9,LaFave     
Fall,EC397,A,4,TR, 1:00pm- 2:15pm,Macroeconomic Puzzles for Policy Makers,, ,DIAM 141,13,22,17,Reifschnei 
Fall,EC451,A,1,,TBA,Economics Research,, , ,10,12, ,Novak      
Fall,EC470,A,4,T, 1:00pm- 3:30pm,Seminar: The City in Economic History,, ,DIAM 341,13,14,0,Siodla     
Fall,EC470,A,4,R, 1:00pm- 2:15pm,Seminar: The City in Economic History,, ,DIAM 341,13,14,0,Siodla     
Fall,EC479,A,4,M, 1:00pm- 3:30pm,Seminar: Auctions,, ,ALCM 205,14,14,0,Hubbard    
Fall,EC479,A,4,W, 1:00pm- 2:15pm,Seminar: Auctions,, ,DIAM 341,14,14,0,Hubbard    
Fall,ED201,A,4,TR, 2:30pm- 3:45pm,Education and Social Justice,S,U ,DIAM 123,23,20,5,Tappan     
Fall,ED215,A,4,TR, 1:00pm- 2:15pm,Children and Adolescents in Schools and Society,S,U ,DIAM 123,23,20,0,Tappan     
Fall,ED245,A,4,MW,11:00am-12:15pm,Dimensions of Educational Equity,,U ,MILL 034,10,20,2,Yoshizawa  
Fall,ED247,A,4,MW, 1:00pm- 2:15pm,Current Policy Issues in U.S. Education,, ,LOVE 208,20,20,8,Casalaspi  
Fall,ED324,A,4,TR,11:00am-12:15pm,Elite Schooling in Global Context,,I ,DIAM 123,20,20,1,Howard     
Fall,ED331,A,4,M, 7:00pm- 9:30pm,Curriculum and Methods,, ,ALCM 205,4,15,0,Howard     
Fall,ED351,A,1 to 3,,TBA,Practicum in Education,, , ,2,30, ,Howard     
Fall,ED397,A,1,U, 6:00pm- 6:50pm,Citizenship and Community,, ,ALCM 205,18,18, ,Bruesewitz 
Fall,ED397,B,1,M,10:00am-10:50am,Citizenship and Community,, ,DIAM 123,17,18, ,Klepach    
Fall,ED397,C,1,M, 2:00pm- 2:50pm,Citizenship and Community,, ,DIAM 123,9,18, ,Tappan     
Fall,ED397,D,1,M, 8:00pm- 8:50pm,Citizenship and Community,, ,ALCM 405,20,18, ,Duff       
Fall,ED397,E,1,T,11:00am-11:50am,Citizenship and Community,, ,MILL 014,20,18, ,Tappan     
Fall,ED397,F,1,T, 7:00pm- 7:50pm,Citizenship and Community,, ,ALCM 205,19,18, ,Glenn      
Fall,ED397,G1,1,W, 7:00pm- 7:50pm,Citizenship and Community,, ,ALCM 205,18,18, ,Troisi     
Fall,ED397,G2,1,W, 7:00pm- 7:50pm,Citizenship and Community,, ,ALCM 505,17,18, ,Becknell   
Fall,ED397,H,1,R, 1:00pm- 1:50pm,Citizenship and Community,, ,BIXL 102,19,18, ,Benjamin   
Fall,ED397,I,1,R, 3:00pm- 3:50pm,Citizenship and Community,, ,ALCM 205,20,18, ,Rice       
Fall,ED397,J,1,F,11:00am-11:50am,Citizenship and Community,, ,DIAM 123,18,18, ,Sheriff    
Fall,ED493,B,4,W, 1:00pm- 3:30pm,Senior Seminar in Education and Human Development,, ,DIAM 123,14,15,15,Howard     
Fall,EN115C,A,4,WF, 1:00pm- 2:15pm,English Composition: Critical Inquiries into Medical Ethics,W1, ,MILL 008,15,16, ,Sibara     
Fall,EN115G,A,4,TR, 1:00pm- 2:15pm,First-Year Writing: Rich and Poor in American Novels (See WP115G),W1, , ,0, , ,Harrington 
Fall,EN115K,A,4,TR, 9:30am-10:45am,English Composition: Writers on Writing,W1, ,MILL 253,16,16, ,Blevins    
Fall,EN115N,A,4,TR, 8:00am- 9:15am,English Composition: Art of the Personal Essay,W1, ,MILL 319,15,16, ,Mazzeo     
Fall,EN120B,A,4,MW, 1:00pm- 2:15pm,"Language, Thought, and Writing: Writing as a Reader",W1, ,LOVE 302,14,16, ,"Cook, M    "
Fall,EN120D,A,4,TR, 9:30am-10:45am,"Language, Thought, and Writing: Thinking about Language",W1, ,MILL 205,14,16, ,Suchoff    
Fall,EN120E,A,4,MWF,10:00am-10:50am,"Language, Thought, and Writing: Playing in the Dark: Writing Race",W1, ,MILL 319,16,16, ,Bryant     
Fall,EN120F,A,4,MW, 2:30pm- 3:45pm,"Language, Thought, and Writing: Literature as Persuasion",W1, ,LOVE 302,14,16, ,Roy        
Fall,EN120J,A,4,MWF,12:00n -12:50pm,"Language, Thought, and Writing: How to Write a Revolution",W1, ,LOVE 102,16,16, ,"Reed, J    "
Fall,EN138,A,4,TR,11:00am-12:15pm,Fantasies of Modernity: American Literature between the Wars,"L,W1", ,DIAM 221,15,16, ,Stubbs     
Fall,EN141,A,4,MW,11:00am-12:15pm,Beginning Playwriting (See TD141),A, , ,0, , ,Oldham     
Fall,EN142,A,4,MW, 2:30pm- 3:45pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
Fall,EN142,A,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
Fall,EN200,A,4,MW, 1:00pm- 2:15pm,Foundations of Literary Studies,L, ,LOVE 202,18,18,0,Ardam      
Fall,EN200,B,4,TR,11:00am-12:15pm,Foundations of Literary Studies,L, ,MILL 319,16,18,0,Sagaser    
Fall,EN224,A,4,TR, 9:30am-10:45am,Performance History I (See TD224),L, , ,0, , ,Oldham     
Fall,EN245,A,4,TR,11:00am-12:15pm,"Poems, Paintings, and Printing: Text Versus Image in the Lyric",L, ,LOVE 319,18,25,0,"Gibson, M  "
Fall,EN255,A,4,TR, 1:00pm- 2:15pm,Studies in American Literary History: Pre-1860,L, ,LOVE 318,12,25,11,Stubbs     
Fall,EN265,A,4,MWF, 9:00am- 9:50am,Early British Literary History: from <i>Beowulf</i> to Blake,L, ,MILL 220,9,25,4,"Reed, J    "
Fall,EN268,A,4,T, 1:00pm- 3:30pm,Survey of International Women Writers,L, ,MILL 205,5,18,11,Roy        
Fall,EN271,A,4,MWF,10:00am-10:50am,Critical Theory,L, ,MILL 241,13,18,16,Osborne    
Fall,EN271,B,4,TR, 9:30am-10:45am,Critical Theory,L, ,MILL 220,15,18,7,Mazzeo     
Fall,EN278,A,4,MW,11:00am-12:15pm,Fiction Writing I,A, ,MILL 220,15,15,0,Braunstein 
Fall,EN278,B,4,TR, 9:30am-10:45am,Fiction Writing I,A, ,DIAM 241,15,15,0,Spark      
Fall,EN278,C,4,TR,11:00am-12:15pm,Fiction Writing I,A, ,DIAM 241,15,15,0,Spark      
Fall,EN279,A,4,MW,11:00am-12:15pm,Poetry Writing I,A, ,MILL 253,13,15,0,"White, A   "
Fall,EN279,B,4,TR,11:00am-12:15pm,Poetry Writing I,A, ,MILL 220,15,15,0,Blevins    
Fall,EN280,A,4,MW, 1:00pm- 2:15pm,Creative Nonfiction Writing I,A, ,MILL 253,15,15,0,Burke      
Fall,EN283,A,4,MW, 1:00pm- 2:15pm,Environmental Humanities: Stories of Crisis and Resilience,L, ,LOVE 102,19,20,0,Walker     
Fall,EN310,A,4,MWF,10:00am-10:50am,Professional Writing (See WP310),W2,U , ,0, , ,Hancock    
Fall,EN315,A,4,MW,11:00am-12:15pm,Medieval Women's Mysticism,L, ,LOVE 207,18,18,0,"Cook, M    "
Fall,EN322,A,4,T, 1:00pm- 3:30pm,British Romanticism: Green Romanticism,L, ,MILL 220,9,18,11,Mazzeo     
Fall,EN329,A,4,TR, 2:30pm- 3:45pm,21st-Century Comparative Literature,L, ,LOVE 102,16,18,5,Suchoff    
Fall,EN352,A,4,MWF,12:00n -12:50pm,Hang and Rattle: The West in the American Imaginary,L,U ,MILL 008,16,18,12,Bryant     
Fall,EN369,A,4,WF,11:00am-12:15pm,Reading Race Now: 21st-Century Multiethnic-American Literature,L,U ,MILL 319,15,18,0,Sibara     
Fall,EN378,A,4,W, 1:00pm- 3:30pm,Fiction Writing II: Special Topics,, ,MILL 220,15,15,0,Braunstein 
Fall,EN379,A,4,MW, 2:30pm- 3:45pm,Poetry Writing II,, ,MILL 241,7,15,0,"White, A   "
Fall,EN382,A,4,MW, 2:30pm- 3:45pm,Environmental Writing: Writing on Place,A, ,MILL 253,9,15,15,Burke      
Fall,EN397,A,4,MW, 2:30pm- 3:45pm,Poetry Remixes,L, ,LOVE 202,13,16,0,Ardam      
Fall,EN422,A,4,R, 1:00pm- 3:30pm,Queer Theory and U.S. Literatures and Cultures,L,U ,LOVE 319,12,18,0,Sibara     
Fall,EN493J,A,4,T, 7:00pm- 9:45pm,Seminar: Gender and Genre in Victorian Literature,L, ,MILL 220,9,15,0,"Gibson, M  "
Fall,ES214,A,4,MW,11:00am-12:15pm,Introduction to GIS and Spatial Analysis,, ,DIAM 322,24,24,2,Gimond     
Fall,ES215,A,4,M, 1:00pm- 3:30pm,"Weather, Climate, and Society (See ST215)",N, , ,0, , ,Fleming    
Fall,ES233,A,4,TR, 9:30am-10:45am,Environmental Policy,, ,DIAM 141,38,30,9,Nyhus      
Fall,ES265,A,4,MWF,11:00am-11:50am,Global Public Health,, ,DIAM 141,34,36,2,Carlson    
Fall,ES271,A,4,MWF, 8:00am- 8:50am,Introduction to Ecology (See BI271),"N,Lb", , ,0, , ,Becknell   
Fall,ES271,B,4,MWF, 9:00am- 9:50am,Introduction to Ecology (See BI271),"N,Lb", , ,0, , ,"Moore, C   "
Fall,ES271 L,A,,,TBA,Lab: Intro to Ecology (See BI271 L),, , ,0, , , 
Fall,ES283,A,4,MW, 1:00pm- 2:15pm,Environmental Humanities: Stories of Crisis and Resilience (See EN283),L, , ,0, , ,Walker     
Fall,ES297,A,4,M, 7:00pm- 9:30pm,Sustainable Business Seminar,, ,DIAM 223,18,18,3,"Penney, Lu "
Fall,ES297B,A,4,W, 1:00pm- 3:30pm,Nature in Italian Literature and Film (in English) (See IT297),L, , ,0, , ,Ferrando   
Fall,ES332,A,4,TR, 8:00am- 9:15am,Chemical Methods of Analysis (See CH331),, , ,0, , ,King       
Fall,ES332 L,A,,,TBA,Lab: Chemical Methods of Analysis (See CH331 L),, , ,0, , ,King       
Fall,ES354,A,3,TR,11:00am-12:15pm,Marine Ecology (See BI354),, , ,0, , ,Wilson     
Fall,ES364,A,4,MWF, 9:00am- 9:50am,"Climate Change, Justice, and Health",, ,DIAM 223,13,18,4,Carlson    
Fall,ES371,A,4,MWF,10:00am-10:50am,Current Topics in Environmental Science,, ,DIAM 223,11,18,16,"Neal, B    "
Fall,ES397A,A,4,WF,11:00am-12:15pm,U.S. Environmental History (See HI397),, , ,0, , ,"Reardon, E "
Fall,ES397B,A,4,TR, 9:30am-10:45am,"Community, Economics, and Conservation",, ,DIAM 223,17,18,0,Amundsen   
Fall,ES401,A,,T, 7:00pm- 8:15pm,Environmental Studies Colloquium,, ,OLIN 001,55,60, ,Nyhus      
Fall,ES401,A,,W,12:00n -12:50pm,Environmental Studies Colloquium,, ,DANA FAIR,55,60, ,Nyhus      
Fall,ES493,A,4,TR,11:00am-12:15pm,Environmental Policy Practicum,, ,DIAM 223,15,20,0,McClenacha 
Fall,ES493,A,4,T, 1:00pm- 4:00pm,Environmental Policy Practicum,, ,DIAM 223,15,20,0,McClenacha 
Fall,ES493,B,4,TR,11:00am-12:15pm,Environmental Policy Practicum,, ,DIAM 341,16,20,0,Abrahams   
Fall,ES493,B,4,T, 1:00pm- 4:00pm,Environmental Policy Practicum,, ,DIAM 342,16,20,0,Abrahams   
Fall,ES494,A,5,TR,11:00am-12:15pm,Problems in Environmental Science,, ,MILL 205,14,32,0,Bruesewitz Pearson     
Fall,ES494,A,5,TR, 1:00pm- 5:00pm,Problems in Environmental Science,, ,OLIN 229,14,32,0,Bruesewitz Pearson     
Fall,ES494,B,5,TR,11:00am-12:15pm,Problems in Environmental Science,, ,DIAM 141,10,32,0,"Countway   Neal, B     "
Fall,ES494,B,5,TR, 1:00pm- 5:00pm,Problems in Environmental Science,, ,KEYE 103,10,32,0,"Countway   Neal, B     "
Fall,FR111D,A,2,,TBA,Intensive French,, , ,9, , ,Weiss      
Fall,FR125,A,4,MTWF,10:00am-10:50am,French I,, ,DIAM 243,14,18,9,Mauguiere  
Fall,FR125,B,4,MTWF,11:00am-11:50am,French I,, ,DIAM 243,18,18,9,Mauguiere  
Fall,FR126,A,4,MTWR, 9:00am- 9:50am,French II,, ,LOVE 307,9,18,5,Mailhe     
Fall,FR126,B,4,MTWR,10:00am-10:50am,French II,, ,LOVE 203,12,18,10,Niang      
Fall,FR126,C,4,MTWR,11:00am-11:50am,French II,, ,LOVE 203,13,18,10,Niang      
Fall,FR126D,A,4,,TBA,French II,, , ,2, , ,Weiss      
Fall,FR127,A,4,MTWR, 9:00am- 9:50am,French III,, ,LOVE 211,11,18,10,Paliyenko  
Fall,FR127,B,4,MTWR,10:00am-10:50am,French III,, ,LOVE 211,13,18,10,Paliyenko  
Fall,FR127,C,4,MTWR,11:00am-11:50am,French III,, ,LOVE 307,13,18,10,Mailhe     
Fall,FR127D,A,4,,TBA,Intermediate French,, , ,6, , ,Weiss      
Fall,FR128,A,4,M, 1:00pm- 2:15pm,French IV: Reading in Cultural Contexts,L, ,DIAM 243,9,18,8,Mauguiere  
Fall,FR128,A,4,W, 1:00pm- 2:15pm,French IV: Reading in Cultural Contexts,L, ,DIAM 241,9,18,8,Mauguiere  
Fall,FR129D,A,4,,TBA,Advanced Intermediate French,, , ,9, , ,Weiss      
Fall,FR133D,A,4,,TBA,France Today (in translation),S,I , ,10, , ,Weiss      
Fall,FR211D,A,2,,TBA,Advanced Intensive French,, , ,10, , ,Weiss      
Fall,FR231,A,4,MWF,10:00am-10:50am,Advanced Grammar and Composition,, ,LOVE 307,10,18,16,Maurer     
Fall,FR232,A,4,TR,11:00am-12:15pm,French Cultural History: The Rise and Fall of Versailles,H, ,LOVE 301,8,18,0,Dionne     
Fall,FR233D,A,4,,TBA,Contemporary France,S,I , ,9, , ,Weiss      
Fall,FR234,A,1,T, 5:00pm- 5:50pm,Intensive Spoken French,, ,LOVE 307,9,15, ,Billard    
Fall,FR238,A,4,MW, 1:00pm- 2:15pm,Introduction to the Francophone World: Africa,,I ,LOVE 303,11,18,8,Niang      
Fall,FR297D,A,4,,TBA,Advanced French,, , ,2, , ,Weiss      
Fall,FR378,A,4,TR, 2:30pm- 3:45pm,French Revolution and Human Rights,H, ,LOVE 307,6,15,0,Dionne     
Fall,FR397,A,4,MW, 1:00pm- 2:15pm,Francophone Ecocriticism and Postcolonial Theory in Dialogue,L,I ,LOVE 307,2,15,0,Maurer     
Fall,FR493G,A,4,MW, 1:00pm- 2:15pm,Seminar: Francophone Ecocriticism and Postcolonial Theory in Dialogue,L,I ,LOVE 307,3,15,0,Maurer     
Fall,FR493H,A,4,TR, 2:30pm- 3:45pm,Seminar: French Revolution and Human Rights,H, ,LOVE 307,5,15,0,Dionne     
Fall,GE121,A,4,MWF,10:00am-10:50am,Earth Systems Chemistry I (See CH121),"N,Lb", , ,0, , ,Koffman    McKinney    
Fall,GE121 L,A,,W, 1:00pm- 4:00pm,Lab:Earth Systems Chem I (See CH121 L),, , ,0, , ,"McKinney   Sullivan,W  "
Fall,GE121 L,B,,R, 1:00pm- 4:00pm,Lab:Earth Systems Chem I (See CH121 L),, , ,0, , ,"McKinney   Sullivan,W "
Fall,GE141,A,4,MWF, 9:00am- 9:50am,Earth and Environment,"N,Lb", ,MILL 008,36,40,4,"Sullivan,W "
Fall,GE141,B,4,MWF,11:00am-11:50am,Earth and Environment,"N,Lb", ,MILL 014,42,40,2,Rueger     
Fall,GE141 L,A,,M, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,23,20, ,Rueger     
Fall,GE141 L,B,,T, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,20,20, ,Rueger     
Fall,GE141 L,C,,W, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,16,20, ,Croft      
Fall,GE141 L,D,,R, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,19,20, ,Croft      
Fall,GE256,A,4,TR,11:00am-12:15pm,Sedimentation and Stratigraphy,W2, ,MUDD 103,14,12,1,Gastaldo   
Fall,GE256 L,A,,T, 1:00pm- 4:00pm,"Lab: Sedimentation, Stratigraphy",, ,MUDD 219,7,6, ,Gastaldo   
Fall,GE256 L,B,,R, 1:00pm- 4:00pm,"Lab: Sedimentation, Stratigraphy",, ,MUDD 219,7,6, ,Gastaldo   
Fall,GE361,A,4,TR, 9:30am-10:45am,Topics in Geochemistry,, ,MUDD 103,10,12,0,Koffman    
Fall,GE391,A,1,F, 1:00pm- 2:00pm,Geology Seminar,, ,KEYE 105,27,50, ,Gastaldo   
Fall,GK111,A,4,MTWR,11:00am-11:50am,Introductory Greek,, ,LOVE 244,6,15,2,Barrett    
Fall,GK131,A,4,TR, 2:30pm- 3:45pm,Introduction to Greek Literature,L, ,LOVE 244,4,15,5,Barrett    
Fall,GK235,A,4,TR, 2:30pm- 3:45pm,Plato: <I>Apology</I> of Socrates,, ,LOVE 244,1,20,5,Barrett    
Fall,GM125,A,4,MTRF, 8:00am- 8:50am,Elementary German I,, ,LOVE 207,11,20,10,"Bradley, R "
Fall,GM127,A,4,MTRF,10:00am-10:50am,Intermediate German I: Structures in Cultural Contexts,, ,LOVE 103,21,24,10,Manektala  
Fall,GM129,A,1,T, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 450,12,15, ,Williamson 
Fall,GM231,A,4,MW, 1:00pm- 2:15pm,Introduction to German Studies,, ,LOVE 207,5,20,8,Manektala  
Fall,GM237,A,4,MW, 2:30pm- 3:45pm,The German Fairy Tale in Popular Culture (in English),L, ,LOVE 207,15,20,15,"Bradley, R "
Fall,GM297,A,4,TR,11:00am-12:15pm,"Violence, Atrocity, and Trauma: Europe 1914-1945 (See HI397B)",H, , ,0, , ,Hollander  
Fall,GM329,A,1,R, 7:00pm- 7:50pm,Current Topics,, ,LOVE 450,3,15, ,Williamson 
Fall,GM342,A,4,MW, 1:00pm- 2:15pm,Contested Subjects in German Culture,, ,LOVE 207,7,15,0,Manektala  
Fall,GO111,A,4,TR, 9:30am-10:45am,Introduction to American Government and Politics,S, ,DIAM 122,42,40,7,Levan      
Fall,GO111,B,4,TR,11:00am-12:15pm,Introduction to American Government and Politics,S, ,DIAM 122,39,40,1,Maisel     
Fall,GO115S,A,3,,TBA,Spanish Transition to Democracy,S,I , ,15, , ,Instructor 
Fall,GO131,A,4,MWF,11:00am-11:50am,Introduction to International Relations,S, ,DIAM 122,59,60,2,Rodman     
Fall,GO149A,A,4,MWF,10:00am-10:50am,Utopia in Fiction: Happy Tomorrows or Hells on Earth?,"L,W1", ,DIAM 241,14, , ,Babik      
Fall,GO149B,A,4,TR, 2:30pm- 3:45pm,Political Theory of Utopia,S, ,DIAM 344,14, , ,Reisert    
Fall,GO171,A,4,MWF, 9:00am- 9:50am,Introduction to Political Theory,S,I ,DIAM 145,41,40,4,Reisert    
Fall,GO210,A,4,MW, 1:00pm- 2:15pm,Interest-Group Politics,, ,DIAM 153,25,25,8,Corrado    
Fall,GO228,A,4,TR, 1:00pm- 2:15pm,"Introduction to Race, Ethnicity, and Politics",S,U ,LOVE 205,26,25,11,Levan      
Fall,GO231,A,4,MW, 2:30pm- 3:45pm,U.S. Foreign Policy: The Cold War,, ,DIAM 342,8,25,15,Rodman     
Fall,GO245,A,4,TR, 9:30am-10:45am,Memory and Politics (See GS245),"S,W2", , ,0, , ,Yoder      
Fall,GO252,A,4,MW,11:00am-12:15pm,Introduction to Politics of the Middle East,, ,DIAM 342,16,25,2,Denoeux    
Fall,GO253,A,4,MW, 2:30pm- 3:45pm,Introduction to Latin American Politics,, ,DIAM 145,21,25,15,Mayka      
Fall,GO255,A,4,MW,11:00am-12:15pm,Introduction to African Politics,S,I ,DIAM 145,23,25,2,Seay       
Fall,GO273,A,4,TR,11:00am-12:15pm,American Political Thought,, ,DIAM 342,25,25,0,Corrado    
Fall,GO281,A,4,MWF, 9:00am- 9:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,16,18,4,Babik      
Fall,GO332,A,4,TR, 1:00pm- 2:15pm,International Organization,, ,DIAM 343,12,25,11,Rodman     
Fall,GO414,A,4,M, 1:00pm- 3:30pm,Seminar: Ethics in Politics,, ,DIAM 241,12,12,0,Maisel     
Fall,GO421,A,4,T, 1:00pm- 3:30pm,Seminar: Prospects for Political Reform,, ,DIAM 145,12,12,0,Corrado    
Fall,GO451,A,4,T, 1:00pm- 3:30pm,Seminar: Political Violence,, ,DIAM 241,9,12,0,Denoeux    
Fall,GO456,A,4,T, 1:00pm- 3:30pm,Seminar: Civil Society and Social Change in Latin America,S,I ,DIAM 221,11,12,0,Mayka      
Fall,GS111,A,1,W, 7:00pm- 8:30pm,Human Rights in Global Perspective,, ,DIAM 141,19,16, ,Carlson    
Fall,GS245,A,4,TR, 9:30am-10:45am,Memory and Politics,"S,W2", ,DIAM 343,16,16,7,Yoder      
Fall,GS253,A,4,WF, 1:00pm- 2:15pm,"Goods, Gifts, and Globalizing Consumers",W2, ,DIAM 343,8,18,0,Halvorson  
Fall,GS397,A,4,TR,11:00am-12:15pm,Topics in Latin American Economic Policy,S,I ,DIAM 343,19,18,0,Franko     
Fall,GS457,A,4,T, 7:00pm- 9:30pm,"Insurgent Mobility Lab: Migrants, Activists, the Balkan Route",S,I ,DIAM 343,6,12,0,Razsa      
Fall,HI111,A,4,TR, 9:30am-10:45am,Europe from the Classical World to the Religious Wars,H,I ,MILL 008,27,40,0,"Taylor, L  "
Fall,HI120D,A,4,TR, 9:30am-10:45am,Spotlight on History: Becoming Chinese American,"H,W1",U ,LOVE 119,16,16, ,"Parker, La "
Fall,HI132,A,4,MWF,10:00am-10:50am,"Survey of U.S. History, 1865 to the Present",H, ,OLIN 001,29,40,16,Weisbrot   
Fall,HI132D,A,3,,TBA,"French History, Civilization",H, , ,19, , ,Weiss      
Fall,HI138,A,4,TR, 9:30am-10:45am,America from the Roaring 20s to the Great Depression,H, ,DIAM 221,15,16,7,Weisbrot   
Fall,HI141,A,4,TR, 9:30am-10:45am,Genocide and Globalization: 20th-Century World History,H,I ,MILL 014,40,40,7,vanderMeer 
Fall,HI149,A,4,TR, 1:00pm- 2:15pm,Modern Utopias: From the Satanic Mills to Silicon Valley,H, ,DIAM 344,14, , ,"Meredith,J "
