Term,Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
Spring,ML124,A,3,R, 4:00pm- 4:50pm,Elementary Modern Standard Arabic II-B,, ,LOVE 344,1,15,3,Chatti     
Spring,MU091,0,,,TBA,Music Lessons: Noncredit or JP,, , ,0,20, ,With Whom? 
Spring,MU093,A,,M, 7:00pm-10:00pm,"Applied Music: Ensemble, Noncredit (Orchestra)",, ,BIXL 219,9,25, ,Park       
Spring,MU093,B,,M, 4:00pm- 6:00pm,"Applied Music: Ensemble, Noncredit (Chorale)",, ,BIXL 178,13,23, ,Perry      
Spring,MU093,C,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Collegium)",, ,BIXL 178,6,25, ,Perry      
Spring,MU093,D,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Wind Ensemble)",, ,BIXL 219,2,25, ,"Thomas, E  "
Spring,MU093,E,,R, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Jazz Band)",, ,BIXL 219,4,25, ,"Thomas, E  "
Spring,MU093,F,,M, 6:00pm- 9:00pm,"Applied Music: Ensemble, Noncredit (African Drumming)",, ,BIXL 178,4,25, ,Benissan   
Spring,MU093,G,,,TBA,"Applied Music: Ensemble, Noncredit (Flute Choir)",, , ,3,25, ,Rabata     
Spring,MU093,G1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,1,25, ,Rabata     
Spring,MU093,G2,,,TBA,"Applied Music: Ensemble, Noncredit (Traditional Irish Music Ensemble)",, , ,0,25, ,Rabata     
Spring,MU093,H,,,TBA,"Applied Music: Ensemble, Noncredit (Guitar Ensemble)",, , ,3,25, ,Leighton   
Spring,MU093,I,,,TBA,"Applied Music: Ensemble, Noncredit (String Ensemble)",, , ,7,25, ,Park       
Spring,MU093,J,,,TBA,"Applied Music: Ensemble, Noncredit (Guitar Ensemble)",, , ,0,25, ,Dimow      
Spring,MU093,K,,,TBA,"Applied Music: Ensemble, Noncredit (Trumpet Ensemble)",, , ,2,25, ,Whitener   
Spring,MU093,L,,,TBA,"Applied Music: Ensemble, Noncredit (Piano Ensemble)",, , ,3,25, ,Funahashi  
Spring,MU093,L1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,3,25, ,Funahashi  
Spring,MU093,M,,T, 4:00pm- 5:00pm,"Applied Music: Ensemble, Noncredit (Music Scenes Ensemble)",, , ,0,25, ,"Morris, J  "
Spring,MU093,O,,,TBA,"Applied Music: Ensemble, Noncredit (Chamber Ensemble)",, , ,4,25, ,"Thomas, E  "
Spring,MU093,O1,,,TBA,"Applied Music: Ensemble, Noncredit (Jazz Combo Chamber Ensemble)",, , ,2,25, ,"Thomas, E  "
Spring,MU111,A,4,MWF,11:00am-11:50am,Introduction to Music,A, ,BIXL 178,49,60,1,Saunders   
Spring,MU182,A,4,TR, 9:30am-10:45am,Music Theory II,, ,BIXL 150,12,25,8,Nuss       
Spring,MU182,B,4,TR, 9:30am-10:45am,Music Theory II,, ,BIXL 226,9,25,8,Hallstrom  
Spring,MU191,0,1 to 2,,TBA,Music Lessons: Credit,, , ,0,20, ,With Whom? 
Spring,MU193,A,1,M, 7:00pm-10:00pm,Applied Music: Ensemble for Credit (Orchestra),, ,BIXL 219,9,25, ,Park       
Spring,MU193,B,1,M, 4:00pm- 6:00pm,Applied Music: Ensemble for Credit (Chorale),, ,BIXL 178,1,25, ,Perry      
Spring,MU193,C,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Collegium),, ,BIXL 178,8,12, ,Perry      
Spring,MU193,D,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Wind Ensemble),, ,BIXL 219,3,25, ,"Thomas, E  "
Spring,MU193,E,1,R, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Jazz Band),, ,BIXL 219,4,25, ,"Thomas, E  "
Spring,MU193,F,1,M, 6:00pm- 9:00pm,Applied Music: Ensemble for Credit (African Drumming),, ,BIXL 178,0,25, ,Benissan   
Spring,MU193,G,1,,TBA,Applied Music: Ensemble for Credit (Flute Choir),, , ,0,25, ,Rabata     
Spring,MU193,G1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,2,25, ,Rabata     
Spring,MU193,G2,1,,TBA,Applied Music: Ensemble for Credit (Traditional Irish Music Ensemble),, , ,0,25, ,Rabata     
Spring,MU193,H,1,,TBA,Applied Music: Ensemble for Credit (Guitar Ensemble),, , ,8,25, ,Leighton   
Spring,MU193,I,1,,TBA,Applied Music: Ensemble for Credit (String Ensemble),, , ,2,25, ,Park       
Spring,MU193,J,1,,TBA,Applied Music: Ensemble for Credit (Guitar Ensemble),, , ,0,25, ,Dimow      
Spring,MU193,K,1,,TBA,Applied Music: Ensemble for Credit (Trumpet Ensemble),, , ,2,25, ,Whitener   
Spring,MU193,L,1,,TBA,Applied Music: Ensemble for Credit (Piano Ensemble),, , ,1,25, ,Funahashi  
Spring,MU193,L1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,0,25, ,Funahashi  
Spring,MU193,M,1,T, 4:00pm- 5:00pm,Applied Music: Ensemble for Credit (Musical Scenes Ensemble),, , ,0,25, ,"Morris, J  "
Spring,MU193,O,1,,TBA,Applied Music: Ensemble for Credit (Chamber Ensemble),, , ,0,25, ,"Thomas, E  "
Spring,MU193,O1,1,,TBA,Applied Music: Ensemble for Credit (Jazz Combo Chamber Ensemble),, , ,1,25, ,"Thomas, E  "
Spring,MU213,A,4,MW, 1:00pm- 2:15pm,Introduction to Computer Music,A, ,BIXL 226,8,10,0,Hallstrom  
Spring,MU234,A,4,TR, 1:00pm- 2:15pm,From Rockabilly to Grunge: A History of Rock 'n' Roll,A, ,BIXL 226,21,20,7,Zelensky   
Spring,MU242,A,4,MW, 2:30pm- 3:45pm,Music History II: High Baroque to the Dawn of Romanticism,, ,BIXL 226,8,25,3,Saunders   
Spring,MU262,A,4,TR, 9:30am-10:45am,"Music in Life, Music as Culture: Introduction to Ethnomusicology",A,I ,BIXL 102,11,12,0,Zelensky   
Spring,MU282,A,4,TR, 2:30pm- 3:45pm,Music Theory IV,, ,BIXL 150,3,18,9,Nuss       
Spring,PH120,A,4,TR, 1:00pm- 2:15pm,Space ... The Final Frontier,W1, ,KEYE 103,15,16, ,McCoy      
Spring,PH120,A,4,M, 7:00pm-10:00pm,Space ... The Final Frontier,W1, ,MILL 014,15,16, ,McCoy      
Spring,PH145,A,4,MWF,11:00am-11:50am,Foundations of Electromagnetism and Optics,"N,Lb", ,KEYE 105,49,50,5,Tate       
Spring,PH145,B,4,MWF,12:00n -12:50pm,Foundations of Electromagnetism and Optics,"N,Lb", ,KEYE 105,41,50,5,Tate       
Spring,PH145 D,A,,M, 1:00pm- 1:50pm,Disc: Electromagnetism/Optics,, ,MUDD 311,22,24, ,Lessard    
Spring,PH145 D,B,,M, 2:30pm- 3:20pm,Disc: Electromagnetism/Optics,, ,MUDD 311,21,24, ,Lessard    
Spring,PH145 D,C,,T, 1:00pm- 1:50pm,Disc: Electromagnetism/Optics,, ,MUDD 311,25,24, ,Lessard    
Spring,PH145 D,D,,T, 2:30pm- 3:20pm,Disc: Electromagnetism/Optics,, ,MUDD 311,22,24, ,Lessard    
Spring,PH145 L,A,,T, 8:00am-10:50am,Lab: Electromagnetism/Optics,, ,MUDD 322,16,18, ,Lessard    
Spring,PH145 L,B,,T, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,19,18, ,Chakdar    
Spring,PH145 L,C,,W, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,19,18, ,Goulet     
Spring,PH145 L,D,,R, 9:00am-11:50am,Lab: Electromagnetism/Optics,, ,MUDD 322,18,18, ,Lessard    
Spring,PH145 L,E,,R, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,18,18, ,Goulet     
Spring,PH242,A,4,MWF, 9:00am- 9:50am,Modern Physics II,, ,MUDD 405,29,28,10,Bluhm      
Spring,PH242,A,4,T, 1:00pm- 1:50pm,Modern Physics II,, ,MUDD 405,29,28,10,Bluhm      
Spring,PH250,A,4,M, 1:00pm- 2:50pm,Experiments in Modern Physics,, ,MUDD 405,12,12,0,McCoy      
Spring,PH250,A,4,W, 1:00pm- 3:50pm,Experiments in Modern Physics,, ,MUDD 405,12,12,0,McCoy      
Spring,PH311,A,4,MTRF,10:00am-10:50am,Classical Mechanics,, ,MUDD 311,11,18,11,Chakdar    
Spring,PH332,A,4,MTWF,11:00am-11:50am,Thermodynamics and Statistical Mechanics,, ,MUDD 311,14,24,1,McGrath    
Spring,PH342,A,4,TR, 2:30pm- 3:45pm,Galaxies and Cosmology (See AS342),, , ,0, , ,Kocevski   
Spring,PL111,A,4,MW, 1:00pm- 2:15pm,Central Philosophical Issues: Self and Society,S, ,LOVE 119,19,30,0,Switzer    
Spring,PL151,A,4,MWF,11:00am-11:50am,Logic and Argumentation,Q, ,LOVE 100,65,75,1,Cohen      
Spring,PL232,A,4,MWF,10:00am-10:50am,History of Modern Philosophy,H, ,LOVE 119,20,25,0,Switzer    
Spring,PL236,A,4,MW,11:00am-12:15pm,Critical Social Thought,,U ,LOVE 119,19,25,0,Gordon     
Spring,PL243,A,4,TR, 9:30am-10:45am,Environmental Ethics,, ,LOVE 119,22,25,0,Peterson   
Spring,PL274,A,4,TR, 2:30pm- 3:45pm,Philosophy of Religion,S, ,LOVE 119,22,25,0,Behuniak   
Spring,PL277,A,1,,TBA,Reuman Reading Group,, , ,15,16, ,Cohen      
Spring,PL314,A,4,T, 1:00pm- 3:30pm,Karl Marx and Marxist Philosophical Thought,S, ,LOVE 246,13,18,0,Gordon     
Spring,PL317,A,4,T, 7:00pm-10:00pm,Philosophy of Science,, ,LOVE 246,9,18,0,Cohen      
Spring,PL380B,A,4,TR,11:00am-12:15pm,Material Ethics,, ,LOVE 246,10,18,0,Peterson   
Spring,PL384,A,4,W, 1:00pm- 3:30pm,Philosophers in Focus: John Dewey,, ,LOVE 246,14,12,0,Behuniak   
Spring,PL402,A,1,,TBA,Philosophy Colloquium II,, , ,13,18, ,Cohen      Gordon     Peterson    
Spring,PS111,A,4,MWF,10:00am-10:50am,Introduction to Psychology,S, ,LOVE 100,86,90,11,Buccigross Raag       Seto       Sheets     Shipstead   
Spring,PS215,A,4,T,11:00am-12:15pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 301,32,30,14,Seto       
Spring,PS215,A,4,R,11:00am-12:15pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 308,32,30,14,Seto       
Spring,PS215,B,4,T, 2:30pm- 3:45pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 301,29,30,14,Seto       
Spring,PS215,B,4,R, 2:30pm- 3:45pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 308,29,30,14,Seto       
Spring,PS215 L,A,,,TBA,Lab: Research Methods and Statistics in Psychology II,, , ,19,15, ,Shipstead  
Spring,PS215 L,B,,,TBA,Lab: Research Methods and Statistics in Psychology II,, , ,20,15, ,Arterberry 
Spring,PS215 L,C,,,TBA,Lab: Research Methods and Statistics in Psychology II,, , ,22,15, ,Shipstead  
Spring,PS233,A,4,MWF, 1:00pm- 1:50pm,Biological Basis of Behavior,, ,DAVI 301,37,35,4,Glenn      
Spring,PS242,A,4,MW, 2:30pm- 3:45pm,Psychoneuroimmunology,, ,DAVI 301,35,35,0,Buccigross 
Spring,PS251,A,4,TR, 1:00pm- 2:15pm,Personality Psychology,, ,DAVI 301,35,35,7,Soto       
Spring,PS253,A,4,MWF, 9:00am- 9:50am,Social Psychology,, ,DAVI 301,34,35,10,"Rogers, R  "
Spring,PS259,A,4,MW,11:00am-12:15pm,Lifespan Development,, ,DAVI 301,27,35,1,Arterberry 
Spring,PS272,A,4,TR, 9:30am-10:45am,Sensation and Perception,, ,DAVI 301,35,35,8,Shipstead  
Spring,PS298,A,4,TR,11:00am-12:15pm,Language and Mind (See EA298),, , ,0, , ,"Liu, J     "
Spring,PS336,A,4,MW, 1:00pm- 2:15pm,Seminar in Experimental Social Psychology,W3, ,DAVI 307,7,10,0,"Rogers, R  "
Spring,PS337,A,1,,TBA,Collaborative Research in Social Psychology,, , ,7,10, ,"Rogers, R  "
Spring,PS343,A,4,MW, 2:30pm- 3:45pm,Seminar in Emotion Theory and Research,, ,DAVI 307,10,10,3,Sheets     
Spring,PS344,A,1,,TBA,Collaborative Research in Emotion,, , ,10,10, ,Sheets     
Spring,PS352F,A,4,TR,11:00am-12:15pm,Seminar: Neuroscience of Addiction,, ,DAVI 307,14,12,0,Buccigross 
Spring,PS354,A,4,TR, 9:30am-10:45am,Seminar in Emerging Adulthood,, ,DAVI 307,10,10,0,Raag       
Spring,PS355,A,1,,TBA,Collaborative Research in Emerging Adulthood,, , ,10,10, ,Raag       
Spring,PS374,A,4,MW,11:00am-12:15pm,Seminar: Psychology and Neuroscience,, ,DAVI 307,13,12,1,Glenn      
Spring,PS420,A,3,W, 7:00pm- 9:30pm,Senior Integrative Seminar,, ,DAVI 301,18,16,0,Buccigross 
Spring,PS420,A,3,F, 3:00pm- 4:00pm,Senior Integrative Seminar,, ,DAVI 301,18,16,0,Buccigross 
Spring,RE111,A,4,TR, 2:30pm- 3:45pm,Religions of India,S, ,LOVE 205,27,30,0,Singh      
Spring,RE114,A,4,TR,11:00am-12:15pm,"Introduction to the Study of Religion: Religion, Ritual, the Body",S, ,LOVE 119,25,35,6,Orzech     
Spring,RE144,A,4,MW, 2:30pm- 3:45pm,Introduction to the New Testament,L, ,LOVE 303,29,35,0,Emanuel    
Spring,RE182,A,4,TR, 9:30am-10:45am,"Jews, Judaism, and the Modern World",H,I ,LOVE 344,12,35,4,Freidenrch 
Spring,RE217,A,4,MW, 7:00pm- 8:15pm,Religion in the Americas,H, ,LOVE 303,15,25,5,Harper     
Spring,RE263,A,4,TR, 1:00pm- 2:15pm,Buddhism across East Asia (See EA263),L, , ,0, , ,Orzech     
Spring,RE298A,A,4,MW,11:00am-12:15pm,The Jewish Jesus,H, ,LOVE 344,4,25,0,Emanuel    
Spring,RE298B,A,4,T, 7:00pm- 9:30pm,American Spirituality and the Environment,S,U ,LOVE 303,24,25,0,Harper     
Spring,RE319,A,4,W, 1:00pm- 3:30pm,Bollywood and Beyond: South Asian Religions through Film,L,I ,LOVE 344,13,12,0,Singh      
Spring,RE322,A,4,TR, 1:00pm- 2:15pm,Food and Religious Identity,S, ,LOVE 344,6,14,7,Freidenrch 
Spring,RU126,A,4,MTWR, 9:00am- 9:50am,Elementary Russian II,, ,LOVE 450,4,19,10,"Parker, Lu "
Spring,RU128,A,4,MTWF, 9:00am- 9:50am,Intermediate Russian II,, ,LOVE 211,8,19,10,Ansdell    
Spring,RU135,A,1,R, 9:00am- 9:50am,Conversation Group,, ,LOVE 423,5,10, ,Nikiforova 
Spring,RU135,B,1,R, 1:00pm- 1:50pm,Conversation Group,, ,LOVE 450,3,10, ,Nikiforova 
Spring,RU232,A,4,TR,11:00am-12:15pm,All That is Solid Melts into Air: Modern Russian Literature,L, ,LOVE 318,7,20,0,"Parker, Lu "
Spring,RU326,A,4,MWF,10:00am-10:50am,Conversation and Composition,, ,LOVE 450,2,15,11,Ansdell    
Spring,RU335,A,1,T, 1:00pm- 1:50pm,Conversation Group,, ,LOVE 450,2,10, ,Nikiforova 
Spring,RU428,A,4,MWF,10:00am-10:50am,The 20th-Century Russian Novel,L, ,LOVE 450,3,10,1,Ansdell    
Spring,SC212,A,4,MWF, 8:00am- 8:50am,Introduction to Statistics and Data Science,"Q,W2", ,AREY 005,21,28,3,Bontea     
Spring,SC212,B,4,MWF, 9:00am- 9:50am,Introduction to Statistics and Data Science,"Q,W2", ,AREY 005,27,28,3,Bontea     
Spring,SC212,C,4,MWF,10:00am-10:50am,Introduction to Statistics and Data Science,"Q,W2", ,DAVI 201,28,28,2,Wieczorek  
Spring,SC212,D,4,MWF,11:00am-11:50am,Introduction to Statistics and Data Science,"Q,W2", ,MUDD 405,27,28,2,Scott      
Spring,SC212 L,A,,W, 1:00pm- 1:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,27,28, ,Wieczorek  
Spring,SC212 L,B,,W, 2:00pm- 2:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,24,28, ,Scott      
Spring,SC212 L,C,,R,10:00am-10:50am,Lab: Intro Stats/Data Sci,, ,DAVI 308,23,28, ,Bontea     
Spring,SC212 L,D,,R, 1:00pm- 1:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,29,28, ,Bontea     
Spring,SC306,A,4,MWF,12:00n -12:50pm,Topics in Epidemiology,, ,MUDD 405,29,28,5,Scott      
Spring,SC321,A,4,MWF,12:00n -12:50pm,Statistical Modeling,, ,DAVI 308,22,28,0,Wieczorek  
Spring,SC398,A,4,MWF,10:00am-10:50am,Applied Longitudinal Analysis,, ,DAVI 217,10,28,0,O'Brien    
Spring,SC482,A,4,MWF, 9:00am- 9:50am,Topics in Statistical Inference,, ,DAVI 201,16,20,10,O'Brien    
Spring,SO131,A,4,TR,11:00am-12:15pm,Introduction to Sociology,S,U ,LOVE 100,34,35,7,Mayrl      
Spring,SO131,B,4,TR, 2:30pm- 3:45pm,Introduction to Sociology,S,U ,LOVE 100,33,35,7,Mayrl      
Spring,SO213,A,4,TR,11:00am-12:15pm,Schools and Society (See ED213),,U , ,0, , ,Howard     
Spring,SO238,A,4,TR, 9:30am-10:45am,"State, Society, and Politics",S, ,DIAM 221,16,20,0,Mayrl      
Spring,SO266,A,4,MW, 1:00pm- 2:15pm,"Gender, Work, and Family",S, ,DIAM 221,15,20,4,Kesler     
Spring,SO268,A,4,MW, 2:30pm- 3:45pm,Social Policy and Inequality,S, ,DIAM 221,10,20,8,Kesler     
Spring,SO271,A,4,MW,11:00am-12:15pm,Introduction to Sociological Research Methods,Q, ,DIAM 223,19,18,0,Kesler     
Spring,SO322,A,4,M, 1:00pm- 3:30pm,Social Class and Schooling (See ED322),,U , ,0, , ,Howard     
Spring,SO357,A,4,T, 7:00pm- 9:30pm,"Civil Rights, Black Power, and Social Change",S,U ,DIAM 243,23,20,2,Gilkes     
Spring,SO364,A,4,MW,11:00am-12:15pm,Policing the American City,S, ,DIAM 221,14,20,1,Gross      
Spring,SO366,A,4,MW, 1:00pm- 2:15pm,American Class Structure,S, ,DIAM 243,4,20,0,Gross      
Spring,SP126,A,4,MTWR, 8:00am- 8:50am,Elementary Spanish II,, ,LOVE 215,14,18,9,Bernal     
Spring,SP126,B,4,MTWR, 9:00am- 9:50am,Elementary Spanish II,, ,LOVE 202,18,18,9,Mercado    
Spring,SP126,C,4,MTWR,10:00am-10:50am,Elementary Spanish II,, ,LOVE 202,16,18,9,Bernal     
Spring,SP126,D,4,MTWR,11:00am-11:50am,Elementary Spanish II,, ,LOVE 202,18,18,9,Mayans     
Spring,SP127,A,4,MTWR, 8:00am- 8:50am,Intermediate Spanish I,, ,LOVE 208,16,18,13,Mayans     
Spring,SP127,B,4,MTWR, 9:00am- 9:50am,Intermediate Spanish I,, ,LOVE 208,18,18,13,Mayans     
Spring,SP127,C,4,MTWR,10:00am-10:50am,Intermediate Spanish I,, ,LOVE 211,18,18,13,"Martinez,M "
Spring,SP127,D1,4,MTWR,11:00am-11:50am,Intermediate Spanish I,, ,LOVE 211,17,18,13,Savo       
Spring,SP127,D2,4,MTWR,11:00am-11:50am,Intermediate Spanish I,, ,LOVE 212,16,18,13,Bernal     
Spring,SP128,A,4,MW,11:00am-12:15pm,Intermediate Spanish II,, ,LOVE 301,12,15,0,"White, B   "
Spring,SP128,B,4,TR, 9:30am-10:45am,Intermediate Spanish II,, ,LOVE 318,9,15,0,"White, B   "
Spring,SP131,A,4,MW, 1:00pm- 2:15pm,Conversation and Composition,, ,LOVE 211,11,15,0,Mercado    
Spring,SP135,A,4,TR, 9:30am-10:45am,Introduction to Literary Analysis,L, ,LOVE 301,12,15,0,Millones   
Spring,SP135,B,4,TR,11:00am-12:15pm,Introduction to Literary Analysis,L, ,LOVE 301,12,15,0,Millones   
Spring,SP135,C,4,TR, 1:00pm- 2:15pm,Introduction to Literary Analysis,L, ,LOVE 302,10,15,0,Bollo      
Spring,SP231,A,4,MTWR,10:00am-10:50am,Advanced Spanish,, ,LOVE 302,8,15,8,Bollo      
Spring,SP234,A,4,MW, 1:00pm- 2:15pm,Diversity and Racism in Contemporary Spain,,I ,LOVE 301,14,15,0,Allbritton 
Spring,SP298,A,4,MW, 2:30pm- 3:45pm,Latin American Theatre,A,I ,LOVE 301,11,15,0,"White, B   "
Spring,SP298B,A,1,T, 7:00pm- 8:30pm,"Baila: Latin Dance, History, Culture, and Performance (See LA298)",, , ,0, , ,Bernal     
Spring,SP398A,A,4,TR, 1:00pm- 2:15pm,"Imaginary Lines: Immigration, Borders, Movement",L,U ,LOVE 301,17,15,0,"Martinez,M "
Spring,SP398B,A,4,TR, 2:30pm- 3:45pm,In the Shadow of Medieval Spain,L,I ,LOVE 301,9,15,0,Savo       
Spring,ST114,A,4,MW, 2:30pm- 3:45pm,Introduction to Medicine and Society,H, ,OLIN 001,37,30,0,"Jiang, L   "
Spring,ST115,A,4,WF, 1:00pm- 2:15pm,English Composition: Critical Inquiries into Medical Ethics (See EN115C),W1, , ,0, , ,Sibara     
Spring,ST120A,A,4,MWF, 9:00am- 9:50am,Information Before and After Google: Impacts and Technologies,W1, ,DIAM 242,16,16, ,Kugelmeyer 
Spring,ST132,A,1,M, 7:00pm- 8:15pm,The Presence of the Past,, ,LOVE 100,19,99, ,"Cook, M    Jiang, L    Walker     vanderMeer "
Spring,ST213,A,4,MW, 1:00pm- 2:15pm,Introduction to Computer Music (See MU213),A, , ,0, , ,Hallstrom  
Spring,ST233,A,4,MWF, 1:00pm- 1:50pm,Biological Basis of Behavior (See PS233),, , ,0, , ,Glenn      
Spring,ST235,A,4,M, 1:00pm- 3:30pm,Digital Projects in History,H, ,MILL 205,11,16,4,Fleming    
Spring,ST244,A,4,WF, 1:00pm- 2:15pm,Moving Images: Magic Lanterns to Virtual Reality (See AR244),A, , ,0, , ,Sperling   
Spring,ST246,A,4,TR, 9:30am-10:45am,Luddite Rantings: A Historical Critique of Big Technology (See HI246),H,U , ,0, ,0,Josephson  
Spring,ST257,A,4,MW, 1:00pm- 2:15pm,Science Fictions (See EN247),L, , ,0, , ,Ardam      
Spring,ST298,A,4,TR, 1:00pm- 2:15pm,Seafood Forensics: Uncovering Fraud in Ocean Food Systems (See ES298),, , ,0, , ,Rasher     
Spring,ST317,A,4,T, 7:00pm-10:00pm,Philosophy of Science (See PL317),, , ,0, , ,Cohen      
Spring,ST341,A,4,W, 1:00pm- 3:30pm,"Culture, Mobility, Identity: Encounters in the African Diaspora (See AY341)",S,I , ,0, , ,Bhimull    
Spring,ST486,A,4,T, 1:00pm- 3:30pm,Senior Project: The Craft of Research,, ,DIAM 242,4,16,0,Fleming    
Spring,TD116B,A,2,TR,11:00am-12:30pm,Ballet Forms Technique Lab: Intermediate,, ,RUNN 201,5,15,0,Anspaugh   
Spring,TD117A,A,2,MW,11:00am-12:30pm,Contemporary Dance Technique Lab: Beginning/Partnering,, ,RUNN 201,4,15,0,Kloppenbrg 
Spring,TD117B,A,2,MW, 1:00pm- 2:15pm,Contemporary Dance Technique Lab: Intermediate,, ,RUNN 201,5,15,0,Anspaugh   
Spring,TD118,A,2,TR, 2:30pm- 4:00pm,Dance Technique Lab: Dance Forms of the African Diaspora: Hip-hop,, ,RUNN 201,15,18,0,Akuchu     
Spring,TD135,A,4,TR,11:00am-12:15pm,Introduction to Design,A, ,RUNN 203,16,16,6,Thurston   
Spring,TD139,A,4,M, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
Spring,TD139,B,4,T, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
Spring,TD139,C,4,R, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
Spring,TD164,A,1,,TBA,Applied Performance/Production,, ,RUNN THTR,15,25, ,Kloppenbrg 
Spring,TD223,A,4,TR, 8:00am- 9:30am,Critical Race Feminisms and Tap Dance (See WG223),A,U , ,0, , ,"Thomas, S  "
Spring,TD223,A,4,TR, 9:45am-10:45am,Critical Race Feminisms and Tap Dance (See WG223),A,U , ,0, , ,"Thomas, S  "
Spring,TD226,A,4,MW,11:00am-12:15pm,Performance History II,L, ,RUNN 110,10,15,1,Oldham     
Spring,TD239,A,4,W, 1:00pm- 4:00pm,Stagecraft II,, ,RUNN SHOP,0,4,0,Ervin      
Spring,TD241,A,4,TR, 2:45pm- 4:00pm,Playwriting Workshop: Ensemble Playwriting,A, ,RUNN 110,6,12,0,Oldham     
Spring,TD262,A,4,MW, 2:30pm- 4:00pm,Topics in Dance: Collaborative Company,, ,RUNN 201,6,12,0,Anspaugh   
Spring,TD264C,A,2,,TBA,Applied Performance/Production: Spring Production,, , ,5,25, ,Akuchu     
Spring,TD264G,A,2,MTWR,TBA,Applied Performance/Production: Performance Technology Incubator,, , ,12,25, ,Thurston   
Spring,TD268,A,4,MWF, 9:00am- 9:50am,Design Thinking Studio: Performative Sculpture (See AR268),A, , ,0, , ,Borthwick   Thurston   
Spring,TD268,A,4,F,10:00am-12:00n ,Design Thinking Studio: Performative Sculpture (See AR268),A, , ,0, , ,Borthwick   Thurston   
Spring,TD271,A,4,TR, 1:00pm- 2:40pm,Acting II,, ,RUNN SMIT,6,12,0,Weinblatt  
Spring,TD281,A,4,TR, 9:00am-10:50am,Directing,, ,RUNN SMIT,10,12,0,Weinblatt  
Spring,TD298,A,1,T, 7:00pm- 8:30pm,"Baila: Latin Dance, History, Culture, and Performance (See LA298)",, , ,0, , ,Bernal     
Spring,TD339,A,4,F, 1:00pm- 4:00pm,Stagecraft III,, ,RUNN SHOP,1,4,0,Ervin      
Spring,TD398,A,4,MW, 2:30pm- 3:45pm,"Sex, Power, and Performance: Restoration Drama (See EN398B)",L, , ,0, , ,"Reed, J    "
Spring,TD493,A,4,W, 7:00pm- 9:30pm,Senior Seminar,, ,RUNN 110,4,10,0,Oldham     
Spring,WG201,A,4,TR, 1:00pm- 2:15pm,"Introduction to Women's, Gender, and Sexuality Studies",,U ,MILL 319,19,20,7,Fugikawa   
Spring,WG223,A,4,TR, 9:30am-10:45am,Critical Race Feminisms and Tap Dance,A,U ,RUNN 201,12,25,8,"Thomas, S  "
Spring,WG232,A,4,MW,11:00am-12:15pm,Queer Identities and Politics,,U ,LOVE 319,15,25,0,Arellano   
Spring,WG317,A,4,TR, 1:00pm- 2:15pm,Boys to Men,,U ,DIAM 123,21,20,0,Tappan     
Spring,WG341,A,4,T, 1:00pm- 3:30pm,Gender and Human Rights,S,I ,MILL 241,11,15,0,"Thomas, S  "
Spring,WG493,A,4,W, 1:00pm- 3:30pm,"Seminar: Identity Formation, Social Movement, and Gender",, ,MILL 241,6,15,0,Arellano   
Spring,WP112,A,1,,TBA,Writers' Workshop,, , ,28,25, ,Harrington Sheriff     
Spring,WP115C,A,4,TR, 9:30am-10:45am,First-Year Writing: Reimagining  the Essay,W1, ,LOVE 319,16,16, ,Ketner     
Spring,WP115D,A,4,MWF, 9:00am- 9:50am,First-Year Writing: Food for Thought,W1, ,MILL 319,16,16, ,Stokes     
Spring,WP115D,B,4,MWF,10:00am-10:50am,First-Year Writing: Food for Thought,W1, ,MILL 319,16,16, ,Stokes     
Spring,WP115H,A,4,MW, 1:00pm- 2:15pm,First-Year Writing: Writing about Writing,W1, ,LOVE 102,10,16, ,Hancock    
